feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,label
0.0,0.0,0.0,0.121129,-0.198351,0.070356,0.181495,-0.470612,0.092214,0.171891,-0.673277,0.085921,0.119606,-0.807529,0.078809,0.260777,-0.664467,0.11805,0.195764,-0.953553,0.089154,0.144451,-0.899104,0.045586,0.126849,-0.75848,0.023148,0.18914,-0.695002,0.062993,0.125759,-0.992434,0.051929,0.085213,-0.925193,0.021184,0.07528,-0.779355,0.001278,0.09649,-0.709333,0.005581,0.039715,-1.0,0.008052,0.017297,-0.917734,0.009373,0.024817,-0.787927,0.007521,-0.008452,-0.70126,-0.048514,-0.050208,-0.943638,-0.036884,-0.056694,-0.885735,-0.009662,-0.043224,-0.775485,0.012052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NAMASTE
0.365535,0.519593,0.6665,0.447111,0.613491,0.170687,0.304316,0.276967,0.597568,0.357384,0.865882,0.619369,0.305392,0.718367,0.114841,0.807215,0.836719,0.707834,0.755913,0.843824,0.394665,0.134416,0.395423,0.530333,0.482662,0.446869,0.722242,0.12727,0.825701,0.688475,0.256317,0.841994,0.58861,0.855397,0.83755,0.599607,0.546397,0.880968,0.330979,0.714827,0.353723,0.636464,0.589844,0.145498,0.821051,0.593396,0.618581,0.766767,0.143456,0.127874,0.820997,0.381438,0.38056,0.346825,0.493697,0.290773,0.175286,0.894547,0.507313,0.830544,0.543384,0.651523,0.174648,0.263541,0.850309,0.428516,0.378066,0.495555,0.638504,0.122533,0.819248,0.40158,0.198168,0.237678,0.348585,0.655677,0.731547,0.806438,0.851132,0.32298,0.552888,0.719436,0.116493,0.287286,0.305149,0.846304,0.69337,0.769948,0.342224,0.746273,0.605613,0.453766,0.488155,0.882838,0.76657,0.583137,0.533155,0.866321,0.255273,0.832228,0.702331,0.247589,0.777285,0.665675,0.409756,0.191859,0.193454,0.143451,0.527769,0.559184,0.795132,0.104619,0.676386,0.612835,0.122392,0.709978,0.442472,0.340351,0.544651,0.765546,0.103704,0.756232,0.793866,0.340661,0.64894,0.580908,NO
0.121045,0.410052,0.690353,0.356944,0.877917,0.285603,0.609269,0.372895,0.12116,0.64058,0.286591,0.721803,0.884812,0.238468,0.689756,0.838496,0.665784,0.323607,0.206346,0.41637,0.285739,0.188925,0.643976,0.612221,0.881728,0.391815,0.468758,0.14236,0.641604,0.865773,0.512417,0.713563,0.286584,0.555091,0.170132,0.891788,0.262866,0.539551,0.284292,0.178861,0.126833,0.715417,0.416771,0.385984,0.232023,0.284214,0.678111,0.867987,0.442643,0.745498,0.350776,0.212252,0.716288,0.846946,0.825881,0.842557,0.487943,0.26477,0.619289,0.114366,0.319443,0.700432,0.134252,0.802892,0.886103,0.326307,0.85254,0.173519,0.366794,0.483997,0.586496,0.353195,0.241328,0.621575,0.764815,0.6764,0.884328,0.518083,0.846711,0.80967,0.399569,0.803814,0.426173,0.550824,0.188806,0.812296,0.586476,0.840282,0.299881,0.606827,0.693155,0.851442,0.6963,0.168983,0.345839,0.74619,0.182818,0.695864,0.669453,0.704146,0.23509,0.103441,0.220336,0.638396,0.547086,0.827685,0.261919,0.150238,0.264043,0.107284,0.256733,0.588912,0.311147,0.224638,0.127573,0.16865,0.668254,0.615552,0.396973,0.736204,0.208101,0.81684,0.273511,0.519016,0.881736,0.152471,NO
0.187057,0.649181,0.778112,0.357027,0.425785,0.122688,0.143318,0.841748,0.348673,0.542664,0.344615,0.395786,0.117227,0.851808,0.780114,0.602156,0.870703,0.842213,0.341083,0.397509,0.775425,0.446108,0.392678,0.289047,0.519089,0.753226,0.855139,0.631306,0.213263,0.37167,0.451365,0.136102,0.845184,0.757108,0.190617,0.703505,0.427794,0.391497,0.705347,0.841699,0.527443,0.669763,0.689221,0.724131,0.429046,0.320704,0.236691,0.640427,0.808662,0.206049,0.612268,0.224254,0.705921,0.431414,0.859432,0.234321,0.174599,0.184478,0.157249,0.429328,0.329626,0.586174,0.540261,0.567038,0.343148,0.642583,0.311287,0.162891,0.885061,0.505771,0.200198,0.232898,0.111858,0.854642,0.499779,0.775384,0.381566,0.245628,0.545267,0.300562,0.720272,0.852309,0.344357,0.629745,0.119813,0.200698,0.693109,0.614691,0.352605,0.625877,0.292981,0.760417,0.470262,0.162158,0.40416,0.138247,0.738511,0.881772,0.599715,0.314014,0.748121,0.827281,0.102634,0.192533,0.764413,0.288352,0.875877,0.675721,0.574726,0.389181,0.697718,0.275227,0.201201,0.5025,0.382966,0.857082,0.420562,0.84574,0.285599,0.654756,0.176264,0.329313,0.71985,0.755189,0.890281,0.389138,NO
0.867798,0.429217,0.455828,0.405718,0.221065,0.843033,0.171714,0.74457,0.241411,0.180818,0.708169,0.605273,0.287524,0.532754,0.172706,0.831658,0.385383,0.745708,0.795176,0.494803,0.69335,0.22658,0.657367,0.605923,0.483515,0.198836,0.866577,0.834893,0.653049,0.673413,0.11292,0.730104,0.889384,0.417058,0.314369,0.395968,0.140849,0.754376,0.409162,0.781135,0.375758,0.141587,0.769832,0.430849,0.66719,0.111225,0.405266,0.860738,0.604739,0.831658,0.331924,0.466858,0.152456,0.741781,0.269224,0.19423,0.463511,0.817752,0.797938,0.265464,0.648533,0.518368,0.335632,0.358423,0.12882,0.441628,0.585027,0.140159,0.455853,0.769297,0.424674,0.811826,0.37632,0.823876,0.247274,0.226384,0.317711,0.206912,0.267921,0.564207,0.216473,0.282475,0.606222,0.492614,0.193487,0.175459,0.719314,0.198448,0.653787,0.32855,0.875831,0.227054,0.601418,0.157884,0.613807,0.24155,0.888077,0.525858,0.816237,0.497666,0.445306,0.116657,0.888932,0.786368,0.898596,0.139925,0.103376,0.236644,0.192586,0.141133,0.826319,0.391442,0.618826,0.629959,0.187328,0.817409,0.591184,0.548524,0.699532,0.729363,0.571019,0.170328,0.585517,0.854868,0.83666,0.178515,NO
0.731359,0.2284,0.822075,0.395059,0.15443,0.246387,0.286428,0.509388,0.10215,0.624312,0.875468,0.444204,0.796496,0.216156,0.393284,0.2578,0.893864,0.118251,0.686899,0.555323,0.131398,0.450219,0.147781,0.582648,0.657172,0.884173,0.320031,0.619924,0.212367,0.11438,0.539139,0.383826,0.559953,0.338591,0.101941,0.840525,0.508776,0.232689,0.190294,0.40509,0.483637,0.564868,0.777315,0.842557,0.581272,0.424191,0.69715,0.570739,0.775207,0.348922,0.153884,0.782543,0.676176,0.581094,0.111797,0.337815,0.405554,0.445083,0.587594,0.772582,0.885545,0.429671,0.587293,0.530075,0.731867,0.633184,0.634331,0.469072,0.47953,0.281601,0.359544,0.809881,0.162836,0.42691,0.231266,0.299461,0.287859,0.225401,0.245115,0.823691,0.435495,0.369781,0.666548,0.690781,0.687874,0.890201,0.413171,0.143249,0.595429,0.180191,0.630906,0.29023,0.138608,0.496653,0.752488,0.308871,0.659954,0.301084,0.20534,0.297351,0.482622,0.734406,0.516674,0.866265,0.557948,0.31723,0.118695,0.587657,0.107382,0.329779,0.879113,0.309338,0.462081,0.661653,0.322728,0.68809,0.411567,0.326122,0.567685,0.656004,0.887505,0.853202,0.878126,0.196962,0.650768,0.480239,NO
0.826215,0.839308,0.788301,0.205013,0.806752,0.41942,0.697216,0.495159,0.359901,0.275108,0.507637,0.539507,0.549278,0.782506,0.380649,0.411631,0.600277,0.564112,0.682836,0.766095,0.211022,0.206927,0.795841,0.782733,0.353497,0.773331,0.234292,0.223182,0.633359,0.859633,0.114625,0.854192,0.630275,0.540111,0.191972,0.646717,0.360976,0.71525,0.492923,0.408636,0.539661,0.363614,0.413636,0.824273,0.462562,0.570236,0.437691,0.315108,0.458279,0.654188,0.684878,0.850976,0.130908,0.64376,0.416206,0.774383,0.44646,0.373891,0.488115,0.429362,0.53177,0.386027,0.380588,0.312062,0.483703,0.705582,0.503363,0.29006,0.463171,0.679181,0.856332,0.147728,0.789995,0.689132,0.3738,0.368042,0.113603,0.873618,0.116923,0.873886,0.401534,0.238529,0.853301,0.649857,0.32977,0.479639,0.267208,0.415184,0.289645,0.886625,0.354897,0.831443,0.120825,0.170311,0.879705,0.359157,0.880816,0.206824,0.391055,0.551586,0.826654,0.16387,0.738145,0.653056,0.570512,0.191453,0.88369,0.808742,0.432187,0.366453,0.564142,0.776384,0.830599,0.809415,0.225879,0.455194,0.802025,0.799212,0.864692,0.446261,0.744761,0.759207,0.475616,0.16549,0.536627,0.482366,NO
0.20752,0.742459,0.818405,0.649827,0.232122,0.837543,0.403384,0.665524,0.477827,0.742292,0.732104,0.857647,0.60713,0.459481,0.756189,0.350387,0.479141,0.781776,0.479206,0.172501,0.417152,0.204263,0.38091,0.594257,0.305216,0.214043,0.376809,0.377883,0.318953,0.519233,0.522276,0.717648,0.480369,0.775913,0.600911,0.807594,0.816655,0.740222,0.838977,0.207093,0.763246,0.594716,0.652537,0.13014,0.575625,0.821422,0.684664,0.452244,0.342351,0.730849,0.324344,0.435289,0.895083,0.761523,0.661626,0.589441,0.624516,0.570859,0.50142,0.552731,0.43065,0.594878,0.363021,0.794437,0.510192,0.361212,0.898045,0.87281,0.340536,0.720175,0.401827,0.772641,0.77315,0.591011,0.798265,0.87181,0.757581,0.752663,0.229288,0.601339,0.342758,0.762636,0.254219,0.297475,0.209533,0.507913,0.751978,0.684899,0.146925,0.302203,0.8587,0.131637,0.579629,0.119345,0.723674,0.56518,0.171518,0.631066,0.582426,0.39631,0.297087,0.682353,0.354352,0.808769,0.695278,0.587415,0.219416,0.204716,0.861222,0.363085,0.750605,0.606592,0.259755,0.483514,0.827368,0.513258,0.545771,0.754337,0.794402,0.370765,0.60791,0.317153,0.573474,0.211052,0.548096,0.179713,NO
0.766543,0.402767,0.238153,0.370305,0.778249,0.620149,0.171869,0.621637,0.329383,0.287886,0.296164,0.142522,0.505372,0.284916,0.261683,0.510515,0.457259,0.533529,0.892883,0.382924,0.745426,0.838242,0.315316,0.879377,0.316917,0.479699,0.63128,0.68837,0.829936,0.19158,0.784199,0.882058,0.447744,0.724971,0.632834,0.398955,0.578911,0.682062,0.431175,0.683982,0.797999,0.297081,0.694641,0.760259,0.255113,0.107749,0.40159,0.832936,0.350535,0.114157,0.37952,0.202559,0.315932,0.249846,0.59661,0.172102,0.108144,0.254535,0.106749,0.745806,0.295383,0.419003,0.82374,0.452797,0.574964,0.260986,0.780191,0.866118,0.3664,0.505533,0.182056,0.105714,0.229399,0.811331,0.673895,0.640985,0.44263,0.151064,0.418737,0.380459,0.558478,0.11702,0.252259,0.393254,0.520943,0.488906,0.172973,0.23635,0.664681,0.274447,0.725571,0.343332,0.418379,0.569896,0.113466,0.158271,0.576047,0.773884,0.425567,0.350536,0.899332,0.801429,0.796963,0.101025,0.615986,0.32514,0.332875,0.584677,0.470075,0.461667,0.727117,0.204712,0.651082,0.899362,0.103669,0.294896,0.150961,0.476982,0.262456,0.45257,0.618477,0.520052,0.800936,0.805059,0.874914,0.804265,OKAY
0.856881,0.380894,0.354197,0.605394,0.122574,0.395633,0.148494,0.488302,0.577601,0.241597,0.822468,0.376353,0.15893,0.831017,0.431143,0.833052,0.54484,0.331023,0.301432,0.623476,0.107215,0.134759,0.658985,0.323792,0.743145,0.500132,0.278161,0.653109,0.640068,0.786269,0.67739,0.619724,0.589032,0.147224,0.292753,0.729453,0.768602,0.771112,0.524296,0.595115,0.398472,0.155528,0.841437,0.760262,0.130689,0.236975,0.590148,0.432386,0.727685,0.218951,0.6276,0.28166,0.774685,0.684687,0.693223,0.417645,0.327066,0.33905,0.617431,0.437405,0.392226,0.329182,0.759213,0.756571,0.751275,0.666657,0.255389,0.893358,0.621046,0.192605,0.569245,0.635645,0.459252,0.536913,0.391309,0.848137,0.788522,0.567552,0.668373,0.732252,0.305482,0.455834,0.534964,0.809417,0.18292,0.384674,0.309753,0.173132,0.607779,0.396802,0.357726,0.304294,0.337705,0.399699,0.290853,0.834247,0.52997,0.261796,0.578559,0.535707,0.584588,0.265763,0.512201,0.437564,0.385402,0.149445,0.372662,0.884193,0.368687,0.546847,0.197967,0.682809,0.659964,0.237668,0.327815,0.710567,0.575901,0.518965,0.400523,0.816582,0.772911,0.37854,0.104004,0.117492,0.359133,0.482723,OKAY
0.574521,0.746656,0.484596,0.861027,0.588736,0.574715,0.473742,0.869621,0.591287,0.794643,0.221838,0.261341,0.737862,0.361029,0.137398,0.153012,0.607019,0.699912,0.628324,0.386051,0.671913,0.836261,0.302073,0.365364,0.370993,0.277298,0.536659,0.655126,0.639499,0.535066,0.222271,0.601631,0.359351,0.879605,0.735126,0.568605,0.787089,0.795409,0.866634,0.577962,0.350018,0.84698,0.325342,0.85994,0.415855,0.379043,0.684985,0.665114,0.834953,0.588246,0.55199,0.271306,0.829058,0.13927,0.87172,0.533003,0.598922,0.149529,0.174124,0.699589,0.103025,0.260521,0.751287,0.146223,0.775329,0.20564,0.620626,0.200948,0.394523,0.557676,0.559545,0.177763,0.308628,0.369347,0.258792,0.60363,0.831016,0.329228,0.791886,0.762044,0.329133,0.217785,0.189621,0.416757,0.72066,0.437476,0.514077,0.56685,0.569567,0.441528,0.203276,0.199063,0.257671,0.265277,0.488388,0.427022,0.876035,0.86565,0.831603,0.314375,0.199678,0.496168,0.844245,0.687476,0.362322,0.483382,0.285567,0.147136,0.825488,0.561299,0.743168,0.538019,0.104796,0.689456,0.21005,0.617648,0.104086,0.833635,0.226141,0.207798,0.607432,0.249512,0.646492,0.491474,0.651342,0.674178,OKAY
0.430892,0.655218,0.546898,0.890293,0.782667,0.369282,0.553975,0.647763,0.326306,0.345959,0.847717,0.695308,0.737648,0.880245,0.681441,0.305669,0.342582,0.548917,0.107378,0.739302,0.362797,0.201379,0.224341,0.899115,0.685937,0.689873,0.875269,0.320184,0.311712,0.721944,0.129879,0.582547,0.697649,0.825965,0.353271,0.371485,0.41403,0.8259,0.850133,0.24869,0.339741,0.446463,0.176188,0.339252,0.82959,0.766012,0.513318,0.817641,0.493836,0.717254,0.328236,0.821153,0.669573,0.440073,0.331061,0.197867,0.200829,0.626236,0.361136,0.119529,0.708498,0.662985,0.201945,0.747167,0.336533,0.256972,0.783453,0.806272,0.231163,0.490832,0.793742,0.343199,0.278816,0.1876,0.116066,0.41655,0.225961,0.465589,0.513281,0.654763,0.811555,0.635823,0.447486,0.88604,0.661173,0.28266,0.318265,0.808902,0.469823,0.40184,0.489377,0.331781,0.888284,0.201445,0.494264,0.300596,0.848725,0.23603,0.682504,0.147827,0.144674,0.815168,0.570927,0.122188,0.31354,0.210967,0.428004,0.39492,0.296019,0.878867,0.549576,0.432981,0.394819,0.436593,0.557212,0.875813,0.104026,0.66026,0.492064,0.389911,0.648897,0.337431,0.781667,0.866905,0.532894,0.285549,OKAY
0.634456,0.362603,0.852169,0.528379,0.645339,0.490895,0.634641,0.833853,0.759316,0.663772,0.122812,0.463421,0.277134,0.131766,0.352956,0.858322,0.697369,0.440209,0.523482,0.714665,0.352748,0.445829,0.714627,0.875601,0.508336,0.128448,0.33795,0.317824,0.501857,0.134734,0.826387,0.765834,0.721382,0.260697,0.118448,0.233776,0.585327,0.816363,0.661196,0.867708,0.765903,0.603007,0.163036,0.449281,0.735209,0.821407,0.647906,0.809021,0.668437,0.270643,0.132068,0.62604,0.684451,0.592164,0.610024,0.885891,0.372176,0.524198,0.42956,0.278056,0.765275,0.776266,0.717173,0.742441,0.815023,0.231665,0.41867,0.425169,0.846415,0.314034,0.337829,0.200607,0.220166,0.317932,0.581966,0.863268,0.382189,0.788384,0.445842,0.592976,0.467273,0.652159,0.53605,0.289377,0.663077,0.393359,0.892756,0.481781,0.493842,0.756752,0.471165,0.804223,0.510619,0.773418,0.888524,0.207155,0.322454,0.237946,0.523442,0.302481,0.282548,0.215059,0.816264,0.520107,0.272374,0.291999,0.76734,0.40977,0.751951,0.629387,0.13396,0.188917,0.110145,0.649573,0.633832,0.505958,0.614435,0.853932,0.191654,0.607967,0.525279,0.206087,0.100407,0.160623,0.510148,0.416972,OKAY
0.82732,0.662962,0.819113,0.716733,0.757194,0.805281,0.610383,0.3618,0.746659,0.231007,0.700033,0.254788,0.704001,0.414269,0.87734,0.376373,0.673361,0.501211,0.24254,0.169879,0.871291,0.689021,0.899585,0.877599,0.865982,0.802557,0.484376,0.167694,0.381221,0.227338,0.403873,0.642561,0.586948,0.747862,0.326646,0.1113,0.153496,0.250061,0.848065,0.133466,0.485406,0.510462,0.227301,0.527092,0.266375,0.579507,0.746607,0.809528,0.330601,0.246669,0.751073,0.426504,0.450901,0.693839,0.703116,0.724886,0.229311,0.65125,0.134656,0.194784,0.860958,0.332752,0.657744,0.755993,0.397843,0.184704,0.152185,0.476677,0.499763,0.525324,0.535061,0.572746,0.537615,0.56617,0.805096,0.155477,0.365742,0.25023,0.649962,0.409787,0.10877,0.726694,0.550444,0.618382,0.414898,0.814451,0.214441,0.182314,0.819807,0.648798,0.35178,0.582174,0.297958,0.557162,0.178498,0.269932,0.785164,0.507277,0.139017,0.374655,0.592472,0.13725,0.882105,0.350769,0.278317,0.218242,0.705007,0.304102,0.14709,0.342764,0.866585,0.351653,0.892682,0.429336,0.87411,0.881385,0.810413,0.517648,0.326081,0.797965,0.438638,0.76652,0.201053,0.528491,0.386571,0.66023,OKAY
0.579696,0.746248,0.304011,0.550286,0.409425,0.151866,0.354244,0.234191,0.318454,0.527508,0.336959,0.232343,0.463727,0.312043,0.706153,0.591148,0.162859,0.4982,0.699449,0.183788,0.685985,0.146879,0.193316,0.269792,0.590951,0.198577,0.753759,0.610907,0.22277,0.2568,0.428593,0.534774,0.543897,0.777463,0.360012,0.534611,0.312546,0.784865,0.312512,0.459742,0.367136,0.578244,0.145319,0.87806,0.241259,0.823149,0.507463,0.256875,0.873496,0.341962,0.273526,0.625452,0.110667,0.667947,0.101541,0.579718,0.334665,0.342561,0.630338,0.444921,0.721744,0.469207,0.634152,0.885668,0.748964,0.242532,0.820893,0.640089,0.567938,0.77773,0.690305,0.785347,0.626212,0.600426,0.39007,0.317087,0.579302,0.129241,0.686998,0.65952,0.772748,0.210949,0.135159,0.727981,0.755047,0.326486,0.41591,0.20265,0.135477,0.358866,0.327682,0.261751,0.792267,0.107141,0.675502,0.326869,0.104151,0.395941,0.140752,0.320771,0.275742,0.756638,0.714697,0.167104,0.215301,0.218295,0.644298,0.505653,0.500487,0.692441,0.131785,0.158612,0.256456,0.266127,0.788129,0.670788,0.511211,0.113568,0.344689,0.748299,0.169497,0.619769,0.570018,0.373368,0.740328,0.870154,OKAY
0.693549,0.497625,0.247208,0.454096,0.663466,0.846437,0.641843,0.440181,0.320342,0.612204,0.479136,0.25835,0.584096,0.569037,0.891087,0.812149,0.209631,0.574288,0.357812,0.264062,0.835869,0.744261,0.834235,0.354947,0.406858,0.802006,0.578364,0.225992,0.53909,0.621819,0.723278,0.1611,0.640841,0.269957,0.506842,0.411122,0.57728,0.165827,0.862562,0.331689,0.351552,0.669077,0.888904,0.661894,0.417244,0.7544,0.470626,0.81575,0.565665,0.134818,0.260335,0.173493,0.127993,0.631509,0.108749,0.763643,0.68027,0.700707,0.804785,0.252179,0.232992,0.628866,0.697881,0.444927,0.55731,0.439797,0.331487,0.315893,0.725732,0.583764,0.276324,0.306142,0.24199,0.579311,0.389975,0.575232,0.291145,0.792978,0.797161,0.760459,0.133935,0.723748,0.763589,0.554599,0.361134,0.738342,0.82216,0.61725,0.336966,0.671963,0.45032,0.118361,0.58121,0.865281,0.39407,0.329192,0.658182,0.739437,0.446694,0.497892,0.136564,0.170558,0.155718,0.316629,0.684011,0.753379,0.200029,0.749945,0.673786,0.530206,0.377147,0.16752,0.160619,0.687824,0.850875,0.241966,0.360839,0.76634,0.209201,0.417941,0.510616,0.710865,0.526264,0.698375,0.240971,0.723648,PAIN
0.302184,0.780276,0.527973,0.319007,0.274987,0.37689,0.546994,0.419903,0.243426,0.265435,0.794407,0.656374,0.828173,0.248283,0.221652,0.147121,0.329136,0.876664,0.821605,0.514565,0.214954,0.585882,0.694099,0.850948,0.687721,0.525319,0.729886,0.202214,0.294643,0.666783,0.57389,0.884654,0.690236,0.878413,0.830441,0.325077,0.602758,0.573563,0.449405,0.625117,0.551289,0.707372,0.28389,0.858444,0.546957,0.40822,0.203586,0.298908,0.871186,0.719157,0.57801,0.447842,0.598743,0.498075,0.755158,0.797724,0.830073,0.356432,0.810208,0.137542,0.838399,0.127618,0.282544,0.372245,0.129198,0.835784,0.433682,0.457125,0.70836,0.858765,0.815817,0.893522,0.115168,0.863138,0.226611,0.152734,0.595835,0.593481,0.755889,0.390519,0.853975,0.538854,0.304597,0.797683,0.739703,0.39999,0.596516,0.687411,0.296774,0.191287,0.2636,0.42006,0.589809,0.854846,0.496614,0.410221,0.529977,0.146699,0.758144,0.531549,0.398068,0.736508,0.295809,0.794016,0.526426,0.486204,0.425267,0.3881,0.160839,0.80846,0.276124,0.268559,0.343471,0.603081,0.158281,0.513741,0.666663,0.219918,0.731767,0.671868,0.730662,0.881588,0.163255,0.400402,0.263234,0.562402,PAIN
0.566411,0.540184,0.218326,0.571804,0.636075,0.146732,0.849014,0.732942,0.628744,0.341773,0.87989,0.829302,0.684967,0.722453,0.40677,0.177802,0.590165,0.786854,0.600702,0.479703,0.68823,0.202574,0.650863,0.635392,0.571468,0.893887,0.385655,0.814682,0.561571,0.350252,0.674397,0.724765,0.594822,0.297067,0.531278,0.331259,0.811282,0.868167,0.191101,0.268992,0.838529,0.366666,0.894579,0.373194,0.446559,0.102886,0.38265,0.435679,0.567025,0.668166,0.385414,0.449164,0.145485,0.422112,0.555183,0.728411,0.554987,0.659373,0.791532,0.861918,0.704239,0.430725,0.555021,0.332303,0.859085,0.865078,0.28572,0.3517,0.335589,0.271831,0.682988,0.577536,0.545435,0.723401,0.249596,0.494081,0.461403,0.384878,0.693346,0.335469,0.849013,0.234814,0.716542,0.130227,0.208169,0.312392,0.729086,0.799022,0.206928,0.21038,0.891518,0.281639,0.599599,0.627429,0.604872,0.107566,0.238525,0.413812,0.847717,0.331231,0.331367,0.45984,0.521219,0.462712,0.868247,0.149906,0.100121,0.533727,0.84079,0.431871,0.161423,0.856543,0.846274,0.317979,0.619965,0.870569,0.570012,0.628003,0.10826,0.234846,0.341181,0.277881,0.862143,0.694455,0.655405,0.264241,PAIN
0.84284,0.754411,0.584399,0.833724,0.533745,0.155142,0.675756,0.550047,0.217057,0.105438,0.135361,0.676222,0.633755,0.157566,0.125111,0.245834,0.215424,0.177386,0.875079,0.251607,0.633451,0.360725,0.490978,0.668047,0.799759,0.851658,0.375674,0.369197,0.817756,0.137361,0.338273,0.198245,0.537102,0.741183,0.186128,0.575811,0.15127,0.362496,0.883583,0.794545,0.138899,0.193158,0.117678,0.56404,0.675004,0.363817,0.512955,0.424739,0.768849,0.246904,0.716003,0.495418,0.38489,0.161348,0.638473,0.173412,0.308665,0.84083,0.591597,0.281058,0.372166,0.284089,0.143536,0.55245,0.641608,0.295303,0.851084,0.304723,0.473041,0.315286,0.61324,0.480578,0.296487,0.814856,0.160207,0.25581,0.739019,0.451766,0.884027,0.248316,0.721834,0.163161,0.417119,0.409634,0.28939,0.11567,0.501233,0.198846,0.894646,0.23552,0.668965,0.870687,0.43844,0.339174,0.88131,0.882545,0.619237,0.638641,0.384785,0.516135,0.165268,0.416853,0.320092,0.686487,0.834826,0.693438,0.791575,0.690327,0.397874,0.476033,0.754684,0.269846,0.863165,0.3279,0.484929,0.252841,0.890937,0.884214,0.280551,0.495445,0.430044,0.48557,0.633743,0.640446,0.283692,0.482168,PAIN
0.187238,0.154808,0.119255,0.443734,0.519595,0.470833,0.298239,0.117926,0.151725,0.529163,0.760466,0.469501,0.804232,0.735808,0.427602,0.228011,0.296089,0.228496,0.664336,0.718578,0.350653,0.885635,0.580114,0.312812,0.641284,0.29895,0.60037,0.600767,0.871006,0.518826,0.42213,0.869799,0.300802,0.196572,0.617222,0.748444,0.399783,0.571216,0.43464,0.310315,0.377537,0.22289,0.28366,0.37947,0.696354,0.147879,0.80728,0.89057,0.89539,0.216691,0.542092,0.540451,0.119281,0.773707,0.294139,0.150393,0.136145,0.604035,0.465394,0.491864,0.607804,0.166542,0.353017,0.157761,0.511717,0.59264,0.896417,0.220347,0.864232,0.891,0.400439,0.40235,0.695514,0.642766,0.501865,0.25438,0.570766,0.530771,0.78501,0.691351,0.707317,0.839362,0.762066,0.628522,0.281325,0.196665,0.500125,0.607631,0.358003,0.379529,0.463283,0.5754,0.543225,0.76267,0.467264,0.642727,0.12805,0.688189,0.276309,0.673845,0.330375,0.223453,0.683333,0.622494,0.841679,0.584499,0.237216,0.672999,0.794207,0.127475,0.699947,0.836743,0.534402,0.747585,0.223994,0.486075,0.808353,0.35972,0.154675,0.169218,0.776749,0.753831,0.705018,0.134301,0.581647,0.354939,PAIN
0.239629,0.19117,0.756863,0.334012,0.518041,0.516284,0.279017,0.541856,0.49359,0.52822,0.6507,0.570687,0.319275,0.540497,0.424693,0.322616,0.213649,0.100926,0.424312,0.405157,0.345154,0.832272,0.588649,0.140031,0.869309,0.312794,0.883149,0.203021,0.349171,0.71869,0.644467,0.702824,0.693114,0.438368,0.765413,0.161832,0.431612,0.107463,0.301157,0.412662,0.779117,0.179608,0.689126,0.847972,0.61924,0.77858,0.745646,0.126532,0.173723,0.239551,0.196853,0.728548,0.203816,0.862676,0.619055,0.556942,0.277786,0.684427,0.73752,0.66574,0.239694,0.364376,0.170014,0.400691,0.340844,0.669729,0.624946,0.358505,0.104545,0.746973,0.481158,0.383039,0.437855,0.750366,0.366322,0.175314,0.528999,0.64406,0.291471,0.262814,0.370916,0.789195,0.580822,0.792945,0.195749,0.619134,0.270798,0.175032,0.15673,0.849164,0.692613,0.540527,0.437033,0.103752,0.226326,0.25615,0.560396,0.436693,0.769117,0.665774,0.647121,0.716425,0.618482,0.375523,0.844538,0.141929,0.360016,0.309627,0.296711,0.422653,0.187919,0.170362,0.504576,0.256749,0.381516,0.262216,0.354733,0.790916,0.604086,0.693104,0.385197,0.298201,0.847282,0.787767,0.15755,0.854266,PAIN
